name,header,superhost,guests_rooms,rating,reviews,location,rarity,rarity_desc,house_rules,health_safety,cancellation,host_response,per night,total price,url,host
TabitabiStay「Taishi」,Entire home,Superhost,5 guests · 2 bedrooms · 1 bed · 1 bath,4.94 ·,79 reviews,"Kyoto, Japan",This is a rare find.,Tabitabi Stay's place on Airbnb is usually fully booked.,House rulesCheck-in: 3:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 26.,"Policy number: Hotels and Inns Business Act | 京都市指令保医セ | 第942号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$173.79 x 7 nights,"$1,171.17",https://www.airbnb.com/rooms/33410974?adults=2&children=0&infants=0&check_in=2022-08-31&check_out=2022-09-07&previous_page_section_name=1000,Tabitabi Stay
"Keimeisha, Machiya Hse, 12 min walk to Kyoto Sta",Hut,None,8 guests · 3 bedrooms · 8 beds · 2 baths,4.77 ·,62 reviews,"Minami-ku, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: 3:00 PM - 12:00 AMCheckout: 10:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show more󱠁Carbon monoxide detector not required Show moreSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $157Show more",Free cancellation before Jul 3.,"Policy number: Hotels and Inns Business Act | 京都市指令保医セ | 保医セ第888号Languages: English, 日本語Response rate: 100%Response time: within an hour",$62.99 x 7 nights,$521.62,https://www.airbnb.com/rooms/35079954?adults=2&children=0&infants=0&check_in=2022-08-02&check_out=2022-08-09&previous_page_section_name=1000,Naoyuki
"Gion Shijo Station 1 minute, 10 people staying overlooking Yasaka Shrine and Kamo River from the window, private lodging, home party, dog friendly",Entire condo,Superhost,10 guests · 1 bedroom · 1 bed · 2 baths,4.83 ·,47 reviews,"Higashiyama Ward, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with lockboxNo smokingPets are allowedShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Nearby lake, river, other body of waterCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $787Show more",Free cancellation before Aug 20.,Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第　160　号Response rate: 100%Response time: within an hour,$157.47 x 7 nights,"$1,136.89",https://www.airbnb.com/rooms/51905865?adults=2&children=0&infants=0&check_in=2022-08-25&check_out=2022-09-01&previous_page_section_name=1000,欒
4 min JR Sta. traditional & modern free NETFLIX,Entire home,Superhost,9 guests · 3 bedrooms · 7 beds · 1.5 baths,,1 review,"Shimogyo Ward, Kyoto, Kyoto, Japan",This is a rare find.,Raina & Jelly's place on Airbnb is usually fully booked.,House rulesCheck-in: After 4:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃No carbon monoxide alarm󱠃Security camera/recording device Show moreSmoke alarmShow more,Free cancellation before Aug 24.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第365号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$131.60 x 7 nights,$733.64,https://www.airbnb.com/rooms/48727749?adults=2&children=0&infants=0&check_in=2022-08-29&check_out=2022-09-05&previous_page_section_name=1000,Raina&Jelly
Kyotofish·Ishibei*DT Gardenview Bath*Gion Center,Entire villa,Superhost,6 guests · 3 bedrooms · 6 beds · 2 baths,4.79 ·,98 reviews,"Higashiyama-ku, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with smart lockNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 22.,"Policy number: Hotels and Inns Business Act | 京都市指令保医セ | 第14号Languages: 中文 (简体), English, Français, 日本語, 한국어, EspañolResponse rate: 100%Response time: within an hour",$188.96 x 7 nights,"$1,311.68",https://www.airbnb.com/rooms/33754871?adults=2&children=0&infants=0&check_in=2022-08-23&check_out=2022-08-30&previous_page_section_name=1000,Karen
UP TO 55%OFF｜1min to sta.｜WIFI｜KYOTO CENTER,Entire rental unit,None,4 guests · 1 bedroom · 2 beds · 1 bath,4.83 ·,36 reviews,"京都市中京区梅忠町, 京都府, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $236Show more",Free cancellation before Jul 28.,Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第46号Response rate: 100%Response time: within an hour,$106.29 x 7 nights,$372.01,https://www.airbnb.com/rooms/24527919?adults=2&children=0&infants=0&check_in=2022-08-02&check_out=2022-08-09&previous_page_section_name=1000,Be-My-Guest
KyotoStaKujoStaArea!FreeWIFI＋Bikes!CharteredHouse!,Entire home,Superhost,4 guests · 2 bedrooms · 2 beds · 1 bath,4.54 ·,80 reviews,"京都市南区, 京都府, Japan",None,None,House rulesCheck-in: After 4:00 PMCheckout: 10:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 23.,Policy number: Hotels and Inns Business Act | 京都市 | 保医セ第421号Response rate: 100%Response time: within an hour,$41.62 x 7 nights,$440.29,https://www.airbnb.com/rooms/28285909?adults=2&children=0&infants=0&check_in=2022-08-24&check_out=2022-08-31&previous_page_section_name=1000,Takeshi
KABUKI Fun/Gion&Nishiki W/K /Free internet,Entire rental unit,None,3 guests · 1 bedroom · 3 beds · 1 bath,4.63 ·,52 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show moreSmoke alarmShow more,Free cancellation before Aug 24.,Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第74号Response rate: 100%Response time: within an hour,$31.49 x 7 nights,$265.48,https://www.airbnb.com/rooms/26581579?adults=2&children=0&infants=0&check_in=2022-08-29&check_out=2022-09-05&previous_page_section_name=1000,Sugimoto
Sweet  303 private room 🌼,Entire rental unit,Superhost,2 guests · 1 bedroom · 1 bed · 1 bath,4.76 ·,171 reviews,"Shimogyō-ku, Kyōto-shi, Kyōto-fu, Japan",This is a rare find.,Fusako's place on Airbnb is usually fully booked.,House rulesCheck-in: 3:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with lockboxNot suitable for children and infantsNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $87Show more",Free cancellation before Jul 17.,"Policy number: Hotels and Inns Business Act | 京都市保健福祉局医療衛生推進室医療衛生センター | 京都市指令保医セ第　６０１  号Languages: English, 日本語Response rate: 100%Response time: within an hour",$33.30 x 7 nights,$236.83,https://www.airbnb.com/rooms/21086651?adults=2&children=0&infants=0&check_in=2022-08-16&check_out=2022-08-23&previous_page_section_name=1000,Fusako
Expo Hostel Ori #4 : Private Room Double bed,Private room in hostel,Superhost,2 guests · 1 bedroom · 1 bed · 2.5 shared baths,4.91 ·,323 reviews,"Kyoto, Kyoto Prefecture, Japan",None,None,House rulesCheck-in: 3:00 PM - 9:00 PMCheckout: 11:00 AMNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 11.,"Policy number: Hotels and Inns Business Act | 京都市保健福祉局医療衛生推進室医療衛生センター | 京都市指令保保医第644号Languages: English, 日本語Response rate: 100%Response time: within an hour",$31.27 x 7 nights,$273.41,https://www.airbnb.com/rooms/8477120?adults=2&children=0&infants=0&check_in=2022-08-16&check_out=2022-08-23&previous_page_section_name=1000,Expo
The OneFive Kyoto Shijo,This is a hote,Superhost,None,4.79 ·,138 reviews,"Kyoto, Japan",None,None,Check-in: 3:00 PM - 12:00 AMCheckout: 10:00 AMPhoto ID and credit card required at check-inShow all,None,None,Policy number: Hotels and Inns Business Act | 京都市長　門川　大作　 | 京都市指令保医セ第　175　号,$71.58 x 6 nights,$429.50,https://www.airbnb.com/hotels/44779721?adults=2&children=0&infants=0&previous_page_section_name=1000,
Japanese traditional house excellent location.,Entire home hosted by Kosuke,None,5 guests · 2 bedrooms · 4 beds · 1.5 baths,4.94 ·,133 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: After 11:00 AMCheckout: 5:00 PMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show more󱠃Pool/hot tub without a gate or lockCarbon monoxide alarmSmoke alarmShow more,Free cancellation for 48 hours.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保保医第　304　号	Languages: English, 日本語Response rate: 100%Response time: within an hour",$275.57 x 7 nights,"$1,214.12",https://www.airbnb.com/rooms/10184721?adults=2&children=0&infants=0&check_in=2022-08-30&check_out=2022-09-06&previous_page_section_name=1000,
Kyoto Sanjo Ohashi Deluxe Studio No Smoking Deluxe Apartment,Entire rental unit hosted by Kyoto,None,5 guests · 1 bedroom · 3 beds · 1 bath,4.67 ·,30 reviews,"Kyoto, Japan",None,None,House rulesCheck-in: 4:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 19.,Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第403号Response rate: 100%Response time: within an hour,$60.74 x 7 nights,$388.19,https://www.airbnb.com/rooms/45207660?adults=2&children=0&infants=0&check_in=2022-08-24&check_out=2022-08-31&previous_page_section_name=1000,
Renovated Machiya Inn「Crimson」near Golden Pavilion,Entire home hosted by Sushu,Superhost,5 guests · 2 bedrooms · 2 beds · 1.5 baths,4.95 ·,96 reviews,"Kita-ku, Kyōto-shi, Kyōto-fu, Japan",None,None,House rulesCheck-in: After 4:00 PMCheckout: 10:00 AMNot suitable for infants (under 2 years)No smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $787Show more",Free cancellation before Jul 16.,"Policy number: Hotels and Inns Business Act | 京都市指令保医セ | 第551号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$86.61 x 7 nights,$646.08,https://www.airbnb.com/rooms/17563380?adults=2&children=0&infants=0&check_in=2022-08-15&check_out=2022-08-22&previous_page_section_name=1000,
D6#Spacious Room/Close to Kawaramachi,Entire rental unit hosted by D.K.S,None,2 guests · 1 bedroom · 2 beds · 1 bath,4.73 ·,95 reviews,"Kyoto, Kyoto Prefecture, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $236Show more",Free cancellation before Jul 27.,"Policy number: M260011555Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$100.60 x 7 nights,$387.31,https://www.airbnb.com/rooms/15200716?adults=2&children=0&infants=0&check_in=2022-08-01&check_out=2022-08-08&previous_page_section_name=1000,
MANGA Design・1 Bed・Free WIFI・Baggage Keeper,Room in aparthotel hosted by Hotel Tavinos Kyoto,Superhost,2 guests · 1 bedroom · 1 bed · 1 bath,4.80 ·,82 reviews,"Shimogyo Ward, Kyoto, Kyoto, Japan",Lower price.,Your dates are $150 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: 3:00 PM - 12:00 AMCheckout: 11:00 AMSelf check-in with building staffNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 29.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第95号Languages: English, 日本語Response rate: 98%Response time: within an hour",$47.69 x 7 nights,$297.12,https://www.airbnb.com/rooms/51134933?adults=2&children=0&infants=0&check_in=2022-08-30&check_out=2022-09-06&previous_page_section_name=1000,
雲町屋 小月 KumoMachiya KOTSUKI,Entire townhouse hosted by Kumo Machiya,None,6 guests · 3 bedrooms · 1 bed · 1.5 baths,4.76 ·,34 reviews,"Kyoto-Shi, Kyoto-hu, Japan",None,None,House rulesCheck-in: 3:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 5.,"Policy number: Hotels and Inns Business Act | 京都市医療衛生センター | 京都市指令保医セ第288号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$98.98 x 7 nights,$711.78,https://www.airbnb.com/rooms/15438182?adults=2&children=0&infants=0&check_in=2022-08-10&check_out=2022-08-17&previous_page_section_name=1000,
★Fully renovated floor-heated★ Kyo-machiya with comfortable open-air bath and garten view from the living room for a healing time,Entire home hosted by 林音,Superhost,8 guests · 3 bedrooms · 1 bed · 2 baths,4.98 ·,40 reviews,"Fushimi Ward, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: 4:00 PM - 9:00 PMCheckout: 10:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 2.,Policy number: M260027339Response rate: 100%Response time: within an hour,$256.45 x 7 nights,"$1,813.20",https://www.airbnb.com/rooms/45343156?adults=2&children=0&infants=0&check_in=2022-08-03&check_out=2022-08-10&previous_page_section_name=1000,
Magazine-featured Certified 1918 Kyo-Machiya,Entire home hosted by Jun,Superhost,5 guests · 2 bedrooms · 4 beds · 1 bath,4.85 ·,94 reviews,"Kyōto-shi, Kyōto-fu, Japan",Lower price.,Your dates are $133 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: 3:00 PM - 12:00 AMCheckout: 10:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $276Show more",Free cancellation before Aug 28.,"Policy number: Hotels and Inns Business Act | 京都市医療衛生センター | 京都市指令保医セ第880号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$46.45 x 7 nights,$383.97,https://www.airbnb.com/rooms/32414748?adults=2&children=0&infants=0&check_in=2022-08-29&check_out=2022-09-05&previous_page_section_name=1000,
Takatsuji roseheights in Saiin Free wi-fi.,Entire rental unit hosted by ローズハイツ,None,3 guests · 1 bedroom · 1 bed · 1 bath,4.21 ·,19 reviews,"Kyoto, Ukyo Ward , Kyoto, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show moreSmoke alarmShow more,Free cancellation before Aug 29.,Policy number: M260014852Response rate: 80%Response time: within an hour,$31.49 x 7 nights,$239.32,https://www.airbnb.com/rooms/38366440?adults=2&children=0&infants=0&check_in=2022-08-30&check_out=2022-09-06&previous_page_section_name=1000,
